MID Designated Area,LMI Status,Feasibility,Elevation Required,AMI Status,Has Childern under 18,Has Elderly over 65,Race,Ethnicity,Gender,Grant Expended Amount,Milestone
HUD MID,LMI,Rehabilitation,No,Low (80%),no,yes,W= White,Non-Hispanic,Male,"$25,834.23 ","500 homes are repaired, reconstructed or replaced"
HUD MID,LMI,Reconstruction,Yes,Low (80%),no,yes,W= White,Non-Hispanic,Male,"$25,834.23 ","500 homes are repaired, reconstructed or replaced"
HUD MID,LMI,Rehabilitation,No,Low (80%),no,yes,W= White,Non-Hispanic,Male,"$25,834.23 ","500 homes are repaired, reconstructed or replaced"
HUD MID,LMI,Reconstruction,Yes,Low (80%),no,yes,W= White,Non-Hispanic,Male,"$25,834.23 ","500 homes are repaired, reconstructed or replaced"
HUD MID,LMI,Rehabilitation,No,Low (80%),no,yes,W= White,Non-Hispanic,Male,"$25,834.23 ","500 homes are repaired, reconstructed or replaced"
HUD MID,LMI,Replaced,No,Low (80%),no,yes,W= White,Non-Hispanic,Male,N/A,N/A
HUD MID,LMI,Rehabilitation,No,Low (80%),no,yes,W= White,Non-Hispanic,Male,"$25,834.23 ","500 homes are repaired, reconstructed or replaced"
HUD MID,LMI,Rehabilitation,No,Low (80%),no,yes,W= White,Non-Hispanic,Male,"$25,834.23 ","500 homes are repaired, reconstructed or replaced"
HUD MID,LMI,Reconstruction,Yes,Low (80%),no,yes,W= White,Non-Hispanic,Male,"$25,834.23 ","500 homes are repaired, reconstructed or replaced"
HUD MID,LMI,Replaced,No,Low (80%),no,yes,W= White,Non-Hispanic,Male,N/A,N/A
HUD MID,LMI,Reconstruction,Yes,Low (80%),no,yes,W= White,Non-Hispanic,Male,"$25,834.23 ","500 homes are repaired, reconstructed or replaced"
HUD MID,LMI,Rehabilitation,No,Low (80%),no,yes,W= White,Non-Hispanic,Male,N/A,N/A
HUD MID,LMI,Rehabilitation,No,Low (80%),no,yes,W= White,Non-Hispanic,Male,"$25,834.23 ","500 homes are repaired, reconstructed or replaced"
HUD MID,LMI,Rehabilitation,No,Low (80%),no,yes,W= White,Non-Hispanic,Male,"$25,834.23 ","500 homes are repaired, reconstructed or replaced"
HUD MID,LMI,Replaced,No,Low (80%),no,yes,W= White,Non-Hispanic,Male,N/A,N/A
HUD MID,LMI,Replaced,No,Low (80%),no,yes,W= White,Non-Hispanic,Male,N/A,N/A
HUD MID,LMI,Rehabilitation,No,Low (80%),no,yes,W= White,Non-Hispanic,Male,"$25,834.23 ","500 homes are repaired, reconstructed or replaced"
HUD MID,LMI,Reconstruction,Yes,Low (80%),no,yes,W= White,Non-Hispanic,Male,"$25,834.23 ","500 homes are repaired, reconstructed or replaced"
MID Information Not Submitted,N/A, ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HUD MID,LMI,Rehabilitation,No,Low (80%),no,yes,W= White,Non-Hispanic,Male,"$25,834.23 ","500 homes are repaired, reconstructed or replaced"
HUD MID,LMI,Rehabilitation,No,Low (80%),no,yes,W= White,Non-Hispanic,Male,"$25,834.23 ","500 homes are repaired, reconstructed or replaced"
HUD MID,LMI,Reconstruction,No,Low (80%),no,yes,W= White,Non-Hispanic,Male,N/A,N/A
HUD MID,LMI,Replaced,No,Low (80%),no,yes,W= White,Non-Hispanic,Male,"$25,834.23 ","500 homes are repaired, reconstructed or replaced"
HUD MID,LMI,Reconstruction,Yes,Low (80%),no,yes,W= White,Non-Hispanic,Male,N/A,N/A
HUD MID,LMI,Rehabilitation,No,Low (80%),no,yes,W= White,Non-Hispanic,Male,N/A,N/A
HUD MID,LMI,Replaced,No,Low (80%),no,yes,W= White,Non-Hispanic,Male,N/A,N/A
HUD MID,LMI,Rehabilitation,No,Low (80%),no,yes,W= White,Non-Hispanic,Male,"$25,834.23 ","500 homes are repaired, reconstructed or replaced"
MID Information Not Submitted,N/A, ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HUD MID,LMI,Rehabilitation,No,Low (80%),no,yes,W= White,Non-Hispanic,Male,"$25,834.23 ","500 homes are repaired, reconstructed or replaced"
HUD MID,LMI,Replaced,No,Low (80%),no,yes,W= White,Non-Hispanic,Male,N/A,N/A
HUD MID,LMI,Rehabilitation,No,Low (80%),no,yes,W= White,Non-Hispanic,Male,"$25,834.23 ","500 homes are repaired, reconstructed or replaced"
HUD MID,LMI,Rehabilitation,No,Low (80%),no,yes,W= White,Non-Hispanic,Male,"$25,834.23 ","500 homes are repaired, reconstructed or replaced"
HUD MID,LMI,Reconstruction,Yes,Low (80%),no,yes,W= White,Non-Hispanic,Male,"$25,834.23 ","500 homes are repaired, reconstructed or replaced"
HUD MID,LMI,Rehabilitation,No,Low (80%),no,yes,W= White,Non-Hispanic,Male,"$25,834.23 ","500 homes are repaired, reconstructed or replaced"
HUD MID,LMI,Rehabilitation,No,Low (80%),no,yes,W= White,Non-Hispanic,Male,"$25,834.23 ","500 homes are repaired, reconstructed or replaced"
HUD MID,LMI,Rehabilitation,No,Low (80%),no,yes,W= White,Non-Hispanic,Male,"$25,834.23 ","500 homes are repaired, reconstructed or replaced"
HUD MID,LMI,Replaced,No,Low (80%),no,yes,W= White,Non-Hispanic,Male,N/A,N/A
HUD MID,LMI,Replaced,No,Low (80%),no,yes,W= White,Non-Hispanic,Male,N/A,N/A
HUD MID,LMI,Replaced,No,Low (80%),no,yes,W= White,Non-Hispanic,Male,N/A,N/A
HUD MID,LMI,Replaced,No,Low (80%),no,yes,W= White,Non-Hispanic,Male,N/A,N/A
HUD MID,LMI,Rehabilitation,No,Low (80%),no,yes,W= White,Non-Hispanic,Male,N/A,N/A
HUD MID,LMI,Rehabilitation,No,Low (80%),no,yes,W= White,Non-Hispanic,Male,"$25,834.23 ","500 homes are repaired, reconstructed or replaced"
HUD MID,LMI,Rehabilitation,No,Low (80%),no,yes,W= White,Non-Hispanic,Male,"$25,834.23 ","500 homes are repaired, reconstructed or replaced"
HUD MID,LMI,Rehabilitation,No,Low (80%),no,yes,W= White,Hispanic,Male,"$25,834.23 ","500 homes are repaired, reconstructed or replaced"
HUD MID,LMI,Replaced,No,Low (80%),no,yes,W= White,Hispanic,Male,N/A,N/A
HUD MID,LMI,Reconstruction,Yes,Low (80%),no,yes,W= White,Hispanic,Male,"$25,834.23 ","500 homes are repaired, reconstructed or replaced"
HUD MID,LMI,Reconstruction,No,Low (80%),no,yes,W= White,Hispanic,Male,N/A,N/A
HUD MID,LMI,Rehabilitation,No,Low (80%),no,yes,W= White,Hispanic,Male,N/A,N/A
HUD MID,LMI,Replaced,No,Low (80%),no,yes,W= White,Hispanic,Male,N/A,N/A
HUD MID,LMI,Replaced,No,Low (80%),no,yes,W= White,Hispanic,Male,N/A,N/A
HUD MID,LMI,Replaced,No,Low (80%),no,yes,W= White,Hispanic,Male,N/A,N/A
HUD MID,LMI,Rehabilitation,No,Low (80%),no,yes,W= White,Hispanic,Male,N/A,N/A
HUD MID,LMI,Rehabilitation,No,Low (80%),no,yes,W= White,Hispanic,Male,"$25,834.23 ","500 homes are repaired, reconstructed or replaced"
HUD MID,LMI,Rehabilitation,No,Low (80%),no,yes,W= White,Hispanic,Male,"$25,834.23 ","500 homes are repaired, reconstructed or replaced"
HUD MID,LMI,Rehabilitation,No,Low (80%),no,yes,W= White,Hispanic,Male,"$25,834.23 ","500 homes are repaired, reconstructed or replaced"
HUD MID,LMI,Rehabilitation,No,Low (80%),no,yes,W= White,Hispanic,Male,"$25,834.23 ","500 homes are repaired, reconstructed or replaced"
HUD MID,LMI,Rehabilitation,No,Low (80%),no,yes,W= White,Hispanic,Male,"$25,834.23 ","500 homes are repaired, reconstructed or replaced"
HUD MID,LMI,Replaced,No,Low (80%),no,yes,W= White,Hispanic,Male,N/A,N/A
HUD MID,LMI,Replaced,No,Low (80%),no,yes,W= White,Hispanic,Male,N/A,N/A
HUD MID,LMI,Reconstruction,No,Low (80%),no,yes,W= White,Hispanic,Male,"$25,834.23 ","500 homes are repaired, reconstructed or replaced"
HUD MID,LMI,Reconstruction,No,Low (80%),no,yes,W= White,Hispanic,Male,N/A,N/A
HUD MID,LMI,Rehabilitation,No,Low (80%),no,yes,W= White,Hispanic,Male,"$25,834.23 ","500 homes are repaired, reconstructed or replaced"
HUD MID,LMI,Replaced,No,Low (80%),no,yes,W= White,Hispanic,Male,N/A,N/A
HUD MID,LMI,Rehabilitation,No,Low (80%),no,yes,W= White,Hispanic,Male,N/A,N/A
HUD MID,LMI,Reconstruction,No,Low (80%),no,yes,W= White,Hispanic,Male,N/A,N/A
HUD MID,LMI,Rehabilitation,No,Low (80%),no,yes,W= White,Hispanic,Male,"$25,834.23 ","500 homes are repaired, reconstructed or replaced"
HUD MID,LMI,Reconstruction,Yes,Low (80%),no,yes,W= White,Hispanic,Male,"$25,834.23 ","500 homes are repaired, reconstructed or replaced"
HUD MID,LMI,Reconstruction,Yes,Low (80%),no,yes,W= White,Hispanic,Male,"$25,834.23 ","500 homes are repaired, reconstructed or replaced"
HUD MID,LMI,Rehabilitation,No,Low (80%),no,yes,W= White,Hispanic,Male,"$25,834.23 ","500 homes are repaired, reconstructed or replaced"
HUD MID,LMI,Rehabilitation,No,Low (80%),no,yes,W= White,Hispanic,Male,"$25,834.23 ","500 homes are repaired, reconstructed or replaced"
HUD MID,LMI,Replaced,No,Low (80%),no,yes,W= White,Hispanic,Male,N/A,N/A
HUD MID,LMI,Rehabilitation,No,Low (80%),no,yes,W= White,Hispanic,Male,"$25,834.23 ","500 homes are repaired, reconstructed or replaced"
HUD MID,LMI,Rehabilitation,No,Low (80%),no,yes,W= White,Hispanic,Male,"$25,834.23 ","500 homes are repaired, reconstructed or replaced"
HUD MID,LMI,Rehabilitation,No,Low (80%),no,yes,W= White,Hispanic,Male,N/A,N/A
HUD MID,LMI,Rehabilitation,No,Low (80%),no,yes,W= White,Hispanic,Male,"$25,834.23 ","500 homes are repaired, reconstructed or replaced"
HUD MID,LMI,Rehabilitation,No,Low (80%),no,yes,W= White,Hispanic,Male,"$25,834.23 ","500 homes are repaired, reconstructed or replaced"
HUD MID,LMI,Replaced,No,Low (80%),no,yes,W= White,Hispanic,Male,N/A,N/A
HUD MID,LMI,Rehabilitation,No,Low (80%),no,yes,W= White,Hispanic,Male,"$25,834.23 ","500 homes are repaired, reconstructed or replaced"
HUD MID,LMI,Rehabilitation,No,Low (80%),no,yes,W= White,Hispanic,Male,"$25,834.23 ","500 homes are repaired, reconstructed or replaced"
HUD MID,LMI,Replaced,No,Low (80%),no,yes,W= White,Hispanic,Male,N/A,N/A
HUD MID,LMI,Reconstruction,Yes,Low (80%),no,yes,W= White,Hispanic,Male,"$25,834.23 ","500 homes are repaired, reconstructed or replaced"
HUD MID,LMI,Rehabilitation,No,Low (80%),no,yes,W= White,Hispanic,Male,N/A,N/A
HUD MID,LMI,Replaced,No,Low (80%),no,yes,W= White,Hispanic,Male,N/A,N/A
HUD MID,LMI,Rehabilitation,No,Low (80%),no,yes,W= White,Hispanic,Male,"$25,834.23 ","500 homes are repaired, reconstructed or replaced"
HUD MID,LMI,Rehabilitation,No,Low (80%),no,yes,W= White,Hispanic,Male,"$25,834.23 ","500 homes are repaired, reconstructed or replaced"
HUD MID,LMI,Reconstruction,No,Low (80%),no,yes,W= White,Hispanic,Male,N/A,N/A
HUD MID,LMI,Reconstruction,Yes,Low (80%),no,yes,W= White,Hispanic,Male,"$25,834.23 ","500 homes are repaired, reconstructed or replaced"
HUD MID,LMI,Rehabilitation,No,Low (80%),no,yes,W= White,Hispanic,Male,"$25,834.23 ","500 homes are repaired, reconstructed or replaced"
HUD MID,LMI,Replaced,No,Low (80%),no,yes,W= White,Hispanic,Male,N/A,N/A
HUD MID,LMI,Replaced,No,Low (80%),no,yes,W= White,Hispanic,Male,N/A,N/A
HUD MID,LMI,Replaced,No,Low (80%),no,yes,W= White,Hispanic,Male,N/A,N/A
HUD MID,LMI,Reconstruction,Yes,Low (80%),no,yes,W= White,Hispanic,Male,"$25,834.23 ","500 homes are repaired, reconstructed or replaced"
HUD MID,LMI,Replaced,No,Low (80%),no,yes,W= White,Hispanic,Male,N/A,N/A
HUD MID,LMI,Rehabilitation,No,Low (80%),no,yes,W= White,Hispanic,Male,"$25,834.23 ","500 homes are repaired, reconstructed or replaced"
HUD MID,LMI,Rehabilitation,No,Low (80%),no,yes,W= White,Hispanic,Male,"$25,834.23 ","500 homes are repaired, reconstructed or replaced"
HUD MID,LMI,Rehabilitation,No,Low (80%),no,yes,W= White,Hispanic,Male,"$25,834.23 ","500 homes are repaired, reconstructed or replaced"
HUD MID,LMI,Rehabilitation,No,Low (80%),no,yes,W= White,Hispanic,Male,N/A,N/A
HUD MID,LMI,Reconstruction,Yes,Low (80%),no,yes,W= White,Hispanic,Male,"$25,834.23 ","500 homes are repaired, reconstructed or replaced"
HUD MID,LMI,Rehabilitation,No,Low (80%),no,yes,W= White,Hispanic,Male,"$25,834.23 ","500 homes are repaired, reconstructed or replaced"
HUD MID,LMI,Reconstruction,Yes,Low (80%),no,yes,W= White,Hispanic,Male,"$25,834.23 ","500 homes are repaired, reconstructed or replaced"
HUD MID,LMI,Rehabilitation,No,Low (80%),no,yes,W= White,Hispanic,Male,"$25,834.23 ","500 homes are repaired, reconstructed or replaced"
HUD MID,LMI,Replaced,No,Low (80%),no,yes,W= White,Hispanic,Male,N/A,N/A
HUD MID,LMI,Rehabilitation,No,Low (80%),no,yes,W= White,Hispanic,Male,"$25,834.23 ","500 homes are repaired, reconstructed or replaced"
HUD MID,LMI,Replaced,No,Low (80%),no,yes,W= White,Hispanic,Male,N/A,N/A
HUD MID,LMI,Rehabilitation,No,Low (80%),no,yes,W= White,Hispanic,Male,"$25,834.23 ","500 homes are repaired, reconstructed or replaced"
HUD MID,LMI,Rehabilitation,No,Low (80%),no,yes,W= White,Hispanic,Male,"$25,834.23 ","500 homes are repaired, reconstructed or replaced"
HUD MID,LMI,Rehabilitation,No,Low (80%),no,yes,W= White,Hispanic,Male,"$25,834.23 ","500 homes are repaired, reconstructed or replaced"
HUD MID,LMI,Rehabilitation,No,Low (80%),no,yes,W= White,Hispanic,Male,"$25,834.23 ","500 homes are repaired, reconstructed or replaced"
HUD MID,LMI,Reconstruction,Yes,Low (80%),no,yes,W= White,Hispanic,Male,"$25,834.23 ","500 homes are repaired, reconstructed or replaced"
HUD MID,LMI,Reconstruction,No,Low (80%),no,yes,W= White,Hispanic,Male,N/A,N/A
HUD MID,LMI,Reconstruction,Yes,Low (80%),no,yes,W= White,Hispanic,Male,"$25,834.23 ","500 homes are repaired, reconstructed or replaced"
HUD MID,LMI,Reconstruction,Yes,Low (80%),no,yes,W= White,Hispanic,Male,"$25,834.23 ","500 homes are repaired, reconstructed or replaced"
HUD MID,LMI,Rehabilitation,No,Low (80%),no,yes,W= White,Hispanic,Male,"$32,219.90 ","500 homes are repaired, reconstructed or replaced"
HUD MID,LMI,Reconstruction,Yes,Low (80%),no,yes,W= White,Hispanic,Male,"$32,219.29 ","500 homes are repaired, reconstructed or replaced"
HUD MID,LMI,Rehabilitation,No,Low (80%),no,yes,W= White,Hispanic,Male,N/A,N/A
HUD MID,LMI,Rehabilitation,No,Low (80%),no,yes,W= White,Hispanic,Male,"$32,219.29 ","500 homes are repaired, reconstructed or replaced"
HUD MID,LMI,Replaced,No,Low (80%),no,yes,W= White,Hispanic,Male,N/A,N/A
HUD MID,LMI,Rehabilitation,No,Low (80%),no,yes,W= White,Hispanic,Male,"$32,219.29 ","500 homes are repaired, reconstructed or replaced"
HUD MID,LMI,Rehabilitation,No,Low (80%),no,yes,W= White,Hispanic,Male,N/A,N/A
HUD MID,LMI,Rehabilitation,No,Low (80%),no,yes,W= White,Hispanic,Male,"$32,219.29 ","500 homes are repaired, reconstructed or replaced"
HUD MID,LMI,Rehabilitation,No,Low (80%),no,yes,W= White,Hispanic,Male,"$32,219.29 ","500 homes are repaired, reconstructed or replaced"
HUD MID,LMI,Rehabilitation,No,Low (80%),no,yes,W= White,Hispanic,Male,"$32,219.29 ","500 homes are repaired, reconstructed or replaced"
HUD MID,LMI,Replaced,No,Low (80%),no,yes,W= White,Hispanic,Male,N/A,N/A
HUD MID,LMI,Rehabilitation,No,Low (80%),no,yes,W= White,Hispanic,Male,"$32,219.29 ","500 homes are repaired, reconstructed or replaced"
HUD MID,LMI,Reconstruction,No,Low (80%),no,yes,W= White,Hispanic,Male,N/A,N/A
HUD MID,LMI,Reconstruction,Yes,Low (80%),no,yes,W= White,Hispanic,Male,"$32,219.29 ","500 homes are repaired, reconstructed or replaced"
HUD MID,LMI,Replaced,No,Low (80%),no,yes,W= White,Hispanic,Male,N/A,N/A
HUD MID,LMI,Rehabilitation,No,Low (80%),no,yes,W= White,Hispanic,Male,"$32,219.29 ","500 homes are repaired, reconstructed or replaced"
HUD MID,LMI,Rehabilitation,No,Low (80%),no,yes,W= White,Hispanic,Male,"$32,219.29 ","500 homes are repaired, reconstructed or replaced"
HUD MID,LMI,Rehabilitation,No,Low (80%),no,yes,W= White,Hispanic,Male,"$32,219.29 ","500 homes are repaired, reconstructed or replaced"
HUD MID,LMI,Replaced,No,Low (80%),no,yes,W= White,Hispanic,Male,N/A,N/A
HUD MID,LMI,Rehabilitation,No,Low (80%),no,yes,W= White,Hispanic,Male,"$32,219.29 ","500 homes are repaired, reconstructed or replaced"
HUD MID,LMI,Reconstruction,No,Low (80%),no,yes,W= White,Hispanic,Male,N/A,N/A
HUD MID,LMI,Rehabilitation,No,Low (80%),no,yes,W= White,Hispanic,Male,N/A,N/A
HUD MID,LMI,Rehabilitation,No,Low (80%),no,yes,W= White,Hispanic,Male,"$32,219.29 ","500 homes are repaired, reconstructed or replaced"
HUD MID,LMI,Reconstruction,Yes,Low (80%),no,yes,W= White,Hispanic,Male,"$32,219.29 ","500 homes are repaired, reconstructed or replaced"
HUD MID,LMI,Rehabilitation,No,Low (80%),no,yes,W= White,Hispanic,Male,"$32,219.29 ","500 homes are repaired, reconstructed or replaced"
HUD MID,LMI,Replaced,No,Low (80%),no,yes,W= White,Hispanic,Male,N/A,N/A
HUD MID,LMI,Rehabilitation,No,Low (80%),no,yes,W= White,Hispanic,Male,"$32,219.29 ","500 homes are repaired, reconstructed or replaced"
HUD MID,LMI,Rehabilitation,No,Low (80%),no,yes,W= White,Hispanic,Male,"$32,219.29 ","500 homes are repaired, reconstructed or replaced"
HUD MID,LMI,Reconstruction,Yes,Low (80%),no,yes,W= White,Hispanic,Male,"$32,219.29 ","500 homes are repaired, reconstructed or replaced"
HUD MID,LMI,Replaced,No,Low (80%),no,yes,W= White,Hispanic,Male,N/A,N/A
HUD MID,LMI,Rehabilitation,No,Low (80%),no,yes,W= White,Hispanic,Male,"$32,219.29 ","500 homes are repaired, reconstructed or replaced"
HUD MID,LMI,Rehabilitation,No,Low (80%),no,yes,W= White,Hispanic,Male,"$32,219.29 ","500 homes are repaired, reconstructed or replaced"
HUD MID,LMI,Rehabilitation,No,Low (80%),no,yes,W= White,Hispanic,Male,"$32,219.29 ","500 homes are repaired, reconstructed or replaced"
HUD MID,LMI,Rehabilitation,No,Low (80%),no,yes,W= White,Hispanic,Male,"$32,219.29 ","500 homes are repaired, reconstructed or replaced"
HUD MID,LMI,Replaced,No,Low (80%),no,yes,W= White,Hispanic,Male,N/A,N/A
HUD MID,LMI,Rehabilitation,No,Low (80%),no,yes,W= White,Hispanic,Male,"$32,219.29 ","500 homes are repaired, reconstructed or replaced"
HUD MID,LMI,Replaced,No,Low (80%),no,yes,W= White,Hispanic,Male,N/A,N/A
HUD MID,LMI,Reconstruction,Yes,Low (80%),no,yes,W= White,Hispanic,Male,"$32,219.29 ","500 homes are repaired, reconstructed or replaced"
HUD MID,LMI,Replaced,No,Low (80%),no,yes,W= White,Hispanic,Male,N/A,N/A
HUD MID,LMI,Rehabilitation,No,Low (80%),no,yes,W= White,Hispanic,Male,"$32,219.29 ","500 homes are repaired, reconstructed or replaced"
HUD MID,LMI,Rehabilitation,No,Low (80%),no,yes,W= White,Hispanic,Male,N/A,N/A
HUD MID,LMI,Reconstruction,Yes,Low (80%),no,yes,W= White,Hispanic,Male,N/A,N/A
HUD MID,LMI,Reconstruction,Yes,Low (80%),no,yes,W= White,Hispanic,Male,"$32,219.29 ","500 homes are repaired, reconstructed or replaced"
HUD MID,LMI,Rehabilitation,No,Low (80%),no,yes,W= White,Hispanic,Male,"$32,219.29 ","500 homes are repaired, reconstructed or replaced"
HUD MID,LMI,Reconstruction,Yes,Low (80%),no,yes,W= White,Hispanic,Male,N/A,N/A
HUD MID,LMI,Replaced,No,Low (80%),no,yes,W= White,Hispanic,Male,N/A,N/A
HUD MID,LMI,Reconstruction,No,Low (80%),no,yes,W= White,Hispanic,Male,N/A,N/A
HUD MID,LMI,Rehabilitation,No,Low (80%),no,yes,W= White,Hispanic,Male,"$32,219.29 ","500 homes are repaired, reconstructed or replaced"
HUD MID,LMI,Replaced,No,Low (80%),no,yes,W= White,Hispanic,Male,N/A,N/A
HUD MID,LMI,Rehabilitation,No,Low (80%),no,yes,W= White,Hispanic,Male,"$32,219.29 ","500 homes are repaired, reconstructed or replaced"
HUD MID,LMI,Rehabilitation,No,Low (80%),no,yes,W= White,Hispanic,Male,"$32,219.29 ","500 homes are repaired, reconstructed or replaced"
HUD MID,LMI,Reconstruction,Yes,Low (80%),no,yes,W= White,Hispanic,Male,"$32,219.29 ","500 homes are repaired, reconstructed or replaced"
HUD MID,LMI,Rehabilitation,No,Low (80%),no,yes,W= White,Hispanic,Male,"$32,219.29 ","500 homes are repaired, reconstructed or replaced"
HUD MID,LMI,Replaced,No,Low (80%),no,yes,W= White,Hispanic,Male,N/A,N/A
HUD MID,LMI,Rehabilitation,No,Low (80%),no,yes,W= White,Hispanic,Male,"$32,219.29 ","500 homes are repaired, reconstructed or replaced"
HUD MID,LMI,Replaced,No,Low (80%),no,yes,W= White,Hispanic,Male,N/A,N/A
HUD MID,LMI,Reconstruction,Yes,Low (80%),no,yes,W= White,Hispanic,Male,"$32,219.29 ","500 homes are repaired, reconstructed or replaced"
HUD MID,LMI,Rehabilitation,No,Low (80%),no,yes,W= White,Hispanic,Male,"$32,219.29 ","500 homes are repaired, reconstructed or replaced"
HUD MID,LMI,Replaced,No,Low (80%),no,yes,W= White,Hispanic,Male,N/A,N/A
HUD MID,LMI,Rehabilitation,No,Low (80%),no,yes,W= White,Hispanic,Male,"$32,219.29 ","500 homes are repaired, reconstructed or replaced"
HUD MID,LMI,Reconstruction,No,Low (80%),no,yes,W= White,Hispanic,Male,N/A,N/A
HUD MID,LMI,Reconstruction,Yes,Low (80%),no,yes,W= White,Hispanic,Male,"$32,219.29 ","500 homes are repaired, reconstructed or replaced"
HUD MID,LMI,Rehabilitation,No,Low (80%),no,yes,W= White,Hispanic,Male,N/A,N/A
HUD MID,LMI,Rehabilitation,No,Low (80%),no,yes,W= White,Hispanic,Male,N/A,N/A
HUD MID,LMI,Rehabilitation,No,Low (80%),no,yes,W= White,Hispanic,Male,N/A,N/A
MID Information Not Submitted,N/A, ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HUD MID,LMI,Reconstruction,Yes,Low (80%),no,yes,W= White,Hispanic,Male,"$32,219.29 ","500 homes are repaired, reconstructed or replaced"
HUD MID,LMI,Rehabilitation,No,Low (80%),no,yes,W= White,Hispanic,Male,"$32,219.29 ","500 homes are repaired, reconstructed or replaced"
HUD MID,LMI,Replaced,No,Low (80%),no,yes,W= White,Hispanic,Male,N/A,N/A
HUD MID,LMI,Rehabilitation,No,Low (80%),no,yes,W= White,Hispanic,Male,"$32,219.29 ","500 homes are repaired, reconstructed or replaced"
HUD MID,LMI,Rehabilitation,No,Low (80%),no,yes,W= White,Hispanic,Male,"$32,219.29 ","500 homes are repaired, reconstructed or replaced"
